##### bftga! (ode)  d4lorenz ::: Sat May  2 00:05:17 2015

#####                b               pm               pr                q                r
#####             2.67                5               10      5.329990234             4500
#
# sk  lk               q                r               x1               x2               x3               x4              wr1              wa1              wr2              wa2              wr3              wa3              wr4              wa4              tau  bftype
1304   2      6.345413818      7087.998047               0      -960.927726      7216.762871      80.54213608    0.07046243898    0.07046243898     0.8461956772      1.000005614     0.8461956772      1.000005614      1.000000075      1.000000075     0.1739915166  bfnsa 0(D)
1305   2      6.346091308      7089.998047               0     -961.2096477      7218.733723      80.55101361    0.07049249171    0.07049249171     0.8462827166     0.9999975036     0.8462827166     0.9999975036      1.000000025      1.000000025     0.1739664998  bfnsa 0(D)
1306   2      6.346774902      7091.998047               0     -961.4965568      7220.715929      80.56032747    0.07052035495    0.07052035495     0.8463834756      1.000006314     0.8463834756      1.000006314     0.9999999302     0.9999999302     0.1739413998  bfnsa 0(D)
1307   2      6.347452392      7093.998047               0     -961.7785256      7222.686817      80.56920459    0.07055038286    0.07055038286     0.8464704766     0.9999983419     0.8464704766     0.9999983419     0.9999999624     0.9999999624     0.1739164034  bfnsa 0(D)
1308   2      6.348123779      7095.998047               0     -962.0615108      7224.659991      80.57816882    0.07057996314    0.07057996314     0.8465602068     0.9999938107     0.8465602068     0.9999938107      1.000000014      1.000000014      0.173891399  bfnsa 0(D)
1309   2      6.348813476      7097.998047               0     -962.3475015      7226.639989      80.58739482    0.07060823041    0.07060823041     0.8466581747     0.9999994841     0.8466581747     0.9999994841     0.9999998914     0.9999998914     0.1738663488  bfnsa 0(D)
1310   2      6.349484863      7099.998047               0     -962.6325234      7228.617738      80.59653332    0.07063691343    0.07063691343     0.8467533556      1.000001818     0.8467533556      1.000001818      1.000000011      1.000000011     0.1738413279  bfnsa 0(D)
1311   2      6.350162353      7101.998047               0     -962.9165753      7230.593238       80.6055843    0.07066602022    0.07066602022     0.8468457723      1.000000857     0.8468457723      1.000000857      1.000000172      1.000000172      0.173816336  bfnsa 0(D)
1312   2      6.350845947      7103.998047               0     -963.2016466      7232.571026      80.61472242    0.07069469235    0.07069469235     0.8469409525      1.000003398     0.8469409525      1.000003398      1.000000006      1.000000006     0.1737913353  bfnsa 0(D)
1313   2      6.351523437      7105.998047               0     -963.4837563      7234.542022      80.62359834    0.07072465391    0.07072465391     0.8470278621     0.9999958848     0.8470278621     0.9999958848      1.000000079      1.000000079     0.1737664015  bfnsa 0(D)
1314   2      6.352207031      7107.998047               0     -963.7708679      7236.524391      80.63291079    0.07075242224    0.07075242224     0.8471284733      1.000005253     0.8471284733      1.000005253       1.00000013       1.00000013     0.1737413845  bfnsa 0(D)
1315   2      6.352884521      7109.998047               0     -964.0530249      7238.495424      80.64178631    0.07078237522    0.07078237522       0.84721539      0.999997961       0.84721539      0.999997961     0.9999998707     0.9999998707     0.1737164705  bfnsa 0(D)
1316   2      6.353555908      7111.998047               0     -964.3362012      7240.468746      80.65074899    0.07081185799    0.07081185799     0.8473049723     0.9999939887     0.8473049723     0.9999939887       1.00000019       1.00000019     0.1736915491  bfnsa 0(D)
1317   2      6.354233398      7113.998047               0     -964.6223916      7242.448904      80.65997354    0.07084004037    0.07084004037     0.8474028225      1.000000274     0.8474028225      1.000000274     0.9999999714     0.9999999714     0.1736665813  bfnsa 0(D)
1318   2      6.354916992      7115.998047               0     -964.9076105      7244.426809      80.66911056    0.07086863396    0.07086863396     0.8474978752        1.0000032     0.8474978752        1.0000032      1.000000123      1.000000123      0.173641643  bfnsa 0(D)
1319   2      6.355594482      7117.998047               0     -965.1898614      7246.397914      80.67798529    0.07089854114    0.07089854114     0.8475847279     0.9999962035     0.8475847279     0.9999962035     0.9999999305     0.9999999305     0.1736167704  bfnsa 0(D)
1320   2      6.356278076      7119.998047               0     -965.4771249      7248.380405      80.68729669    0.07092624365    0.07092624365     0.8476852446      1.000006014     0.8476852446      1.000006014     0.9999999524     0.9999999524     0.1735918153  bfnsa 0(D)
1321   2      6.356955566      7121.998047               0     -965.7594233      7250.351547      80.69617103      0.070956114      0.070956114     0.8477720268     0.9999990933     0.8477720268     0.9999990933      1.000000145      1.000000145     0.1735669635  bfnsa 0(D)
1322   2      6.357626953      7123.998047               0     -966.0427431       7252.32498      80.70513254    0.07098555087    0.07098555087      0.847861575     0.9999956777      0.847861575     0.9999956777      0.999999971      0.999999971     0.1735421031  bfnsa 0(D)
1323   2      6.358304443      7125.998047               0     -966.3290834      7254.305257      80.71435603     0.0710136635     0.0710136635     0.8479593219      1.000002387     0.8479593219      1.000002387      0.999999834      0.999999834     0.1735171972  bfnsa 0(D)
1324   2      6.358988037      7127.998047               0     -966.6144501      7256.283279      80.72349196    0.07104218847    0.07104218847     0.8480542757      1.000005746     0.8480542757      1.000005746      1.000000047      1.000000047     0.1734923207  bfnsa 0(D)
1325   2      6.359665527      7129.998047               0     -966.8968426      7258.254493      80.73236551     0.0710720229     0.0710720229     0.8481410221     0.9999991693     0.8481410221     0.9999991693      1.000000054      1.000000054     0.1734675095  bfnsa 0(D)
1326   2      6.360336914      7131.998047               0     -967.1802579      7260.228001      80.74132626    0.07110140995    0.07110140995     0.8482304954     0.9999960247     0.8482304954     0.9999960247       1.00000004       1.00000004     0.1734426902  bfnsa 0(D)
1327   2      6.361014404      7133.998047               0     -967.4666982      7262.208358      80.75054904    0.07112947866    0.07112947866     0.8483281813      1.000003029     0.8483281813      1.000003029     0.9999998914     0.9999998914     0.1734178253  bfnsa 0(D)
1328   2      6.361697998      7135.998047               0     -967.7521634      7264.186458      80.75968424    0.07115795959    0.07115795959     0.8484230749      1.000006684     0.8484230749      1.000006684      1.000000103      1.000000103     0.1733929896  bfnsa 0(D)
1329   2      6.362363281      7137.998047               0     -968.0346501      7266.157745      80.76855701    0.07118775332    0.07118775332     0.8485097728      1.000000426     0.8485097728      1.000000426      1.000000044      1.000000044     0.1733682194  bfnsa 0(D)
1330   2      6.363046875      7139.998047               0     -968.3181612      7268.131327      80.77751699    0.07121709884    0.07121709884     0.8485991946     0.9999975937     0.8485991946     0.9999975937     0.9999999786     0.9999999786      0.173343441  bfnsa 0(D)
1331   2      6.363724365      7141.998047               0     -968.6026977      7270.107207      80.78656421    0.07124598762    0.07124598762     0.8486913163     0.9999981413     0.8486913163     0.9999981413      1.000000116      1.000000116     0.1733186542  bfnsa 0(D)
1332   2      6.364395752      7143.998047               0     -968.8862563      7272.080826      80.79552382    0.07127531282    0.07127531282      0.848780714     0.9999954673      0.848780714     0.9999954673      1.000000015      1.000000015     0.1732938961  bfnsa 0(D)
1333   2      6.365073242      7145.998047               0     -969.1728463      7274.061302      80.80474554    0.07130331108    0.07130331108     0.8488782972      1.000002889     0.8488782972      1.000002889      0.999999965      0.999999965     0.1732690925  bfnsa 0(D)
1334   2      6.365744629      7147.998047               0     -969.4544473      7276.030399      80.81352989    0.07133348888    0.07133348888     0.8489621925     0.9999936701     0.8489621925     0.9999936701     0.9999999072     0.9999999072     0.1732443918  bfnsa 0(D)
1335   2      6.366422119      7149.998047               0      -969.741087      7278.010915      80.82275126    0.07136145868    0.07136145868     0.8490597282      1.000001205     0.8490597282      1.000001205      1.000000017      1.000000017     0.1732196088  bfnsa 0(D)
1336   2      6.367105713      7151.998047               0     -970.0267489       7279.98917      80.83188502    0.07138985846    0.07138985846     0.8491545224      1.000005485     0.8491545224      1.000005485       1.00000005       1.00000005     0.1731948543  bfnsa 0(D)
1337   2      6.367783203      7153.998047               0     -970.3094237      7281.960602      80.84075623    0.07141956148    0.07141956148     0.8492410999     0.9999998145     0.8492410999     0.9999998145      1.000000097      1.000000097     0.1731701656  bfnsa 0(D)
1338   2       6.36845459      7155.998047               0     -970.5931258      7283.934333       80.8497147    0.07144881446    0.07144881446     0.8493303949     0.9999975554     0.8493303949     0.9999975554      1.000000169      1.000000169     0.1731454685  bfnsa 0(D)
1339   2       6.36913208      7157.998047               0     -970.8798658      7285.914929      80.85893538    0.07147675307    0.07147675307     0.8494279062      1.000005447     0.8494279062      1.000005447     0.9999999439     0.9999999439     0.1731207258  bfnsa 0(D)
1340   2      6.369803467      7159.998047               0     -971.1616061      7287.884132      80.86771854    0.07150686141    0.07150686141     0.8495117094      0.999996662     0.8495117094      0.999996662      1.000000009      1.000000009     0.1730960861  bfnsa 0(D)
1341   2      6.370480957      7161.998047               0      -971.448396      7289.864768      80.87693888    0.07153476647    0.07153476647     0.8496091597       1.00000464     0.8496091597       1.00000464       1.00000007       1.00000007     0.1730713638  bfnsa 0(D)
1342   2      6.371152344      7163.998047               0     -971.7301825      7291.834007      80.88572164    0.07156485804    0.07156485804     0.8496929501     0.9999960322     0.8496929501     0.9999960322      1.000000017      1.000000017     0.1730467441  bfnsa 0(D)
1343   2      6.371829834      7165.998047               0     -972.0170222      7293.814682      80.89494163    0.07159274432    0.07159274432       0.84979038      1.000004172       0.84979038      1.000004172      0.999999992      0.999999992     0.1730220419  bfnsa 0(D)
1344   2      6.372501221      7167.998047               0      -972.298855      7295.783956        80.903724    0.07162281247    0.07162281247     0.8498741395     0.9999957067     0.8498741395     0.9999957067     0.9999999869     0.9999999869     0.1729974424  bfnsa 0(D)
1345   2      6.373178711      7169.998047               0     -972.5857446      7297.764671      80.91294364    0.07165068093    0.07165068093     0.8499715519      1.000004012     0.8499715519      1.000004012     0.9999998525     0.9999998525     0.1729727605  bfnsa 0(D)
1346   2      6.373850098      7171.998047               0     -972.8676237      7299.733981      80.92172561    0.07168071795    0.07168071795     0.8500552595     0.9999956507     0.8500552595     0.9999956507      1.000000088      1.000000088     0.1729481815  bfnsa 0(D)
1347   2      6.374527588      7173.998047               0     -973.1545633      7301.714736      80.93094492    0.07170856193    0.07170856193     0.8501526362      1.000004088     0.8501526362      1.000004088      1.000000011      1.000000011     0.1729235198  bfnsa 0(D)
1348   2      6.375198974      7175.998047               0     -973.4364888      7303.684081       80.9397265    0.07173858938    0.07173858938     0.8502363511     0.9999959391     0.8502363511     0.9999959391     0.9999999476     0.9999999476     0.1728989607  bfnsa 0(D)
1349   2      6.375876465      7177.998047               0     -973.7234783      7305.664876      80.94894546    0.07176640138    0.07176640138     0.8503336717       1.00000447     0.8503336717       1.00000447      1.000000115      1.000000115     0.1728743194  bfnsa 0(D)
1350   2      6.376547851      7179.998047               0     -974.0054501      7307.634256      80.95772665     0.0717964065     0.0717964065     0.8504173591     0.9999964687     0.8504173591     0.9999964687      1.000000071      1.000000071     0.1728497803  bfnsa 0(D)
1351   2      6.377225342      7181.998047               0     -974.2924896      7309.615091      80.96694527    0.07182420227    0.07182420227     0.8505146668      1.000005173     0.8505146668      1.000005173      1.000000089      1.000000089      0.172825159  bfnsa 0(D)
1352   2      6.377896728      7183.998047               0     -974.5745079      7311.584507      80.97572607    0.07185418544    0.07185418544      0.850598328     0.9999973206      0.850598328     0.9999973206      1.000000055      1.000000055     0.1728006398  bfnsa 0(D)
1353   2      6.378574219      7185.998047               0     -974.8615974      7313.565381      80.98494435    0.07188196473    0.07188196473     0.8506956222      1.000006197     0.8506956222      1.000006197     0.9999999291     0.9999999291     0.1727760386  bfnsa 0(D)
1354   2      6.379245605      7187.998047               0     -975.1436621      7315.534833      80.99372477    0.07191192629    0.07191192629     0.8507792581     0.9999984944     0.8507792581     0.9999984944     0.9999998974     0.9999998974     0.1727515394  bfnsa 0(D)
1355   2      6.379910889      7189.998047               0     -975.4267596      7317.506591      81.00259252    0.07194143019    0.07194143019     0.8508655882     0.9999941564     0.8508655882     0.9999941564      1.000000054      1.000000054     0.1727270323  bfnsa 0(D)
1356   2      6.380594482      7191.998047               0     -975.7129128      7319.485235      81.01172274    0.07196961375    0.07196961375     0.8509601081     0.9999999124     0.8509601081     0.9999999124     0.9999999794     0.9999999794     0.1727024794  bfnsa 0(D)
1357   2      6.381259766      7193.998047               0       -975.99808      7321.461609      81.02076523    0.07199821888    0.07199821888     0.8510518692      1.000002381     0.8510518692      1.000002381      1.000000078      1.000000078     0.1726779556  bfnsa 0(D)
1358   2      6.381931152      7195.998047               0     -976.2822601      7323.435712      81.02971999    0.07202725928    0.07202725928     0.8511409094      1.000001632     0.8511409094      1.000001632      1.000000014      1.000000014     0.1726534596  bfnsa 0(D)
1359   2      6.382608642      7197.998047               0      -976.567476      7325.412125      81.03876213     0.0720558487     0.0720558487     0.8512326604      1.000004277     0.8512326604      1.000004277     0.9999999574     0.9999999574     0.1726289554  bfnsa 0(D)
1360   2      6.383280029      7199.998047               0     -976.8496795      7327.381683      81.04754138    0.07208574677    0.07208574677     0.8513162256     0.9999970317     0.8513162256     0.9999970317     0.9999998992     0.9999998992     0.1726045162  bfnsa 0(D)
1361   2      6.383957519      7201.998047               0     -977.1369687      7329.362716       81.0567583    0.07211342959    0.07211342959     0.8514133843      1.000006438     0.8514133843      1.000006438     0.9999999633     0.9999999633     0.1725799954  bfnsa 0(D)
1362   2      6.384628906      7203.998047               0     -977.4192187       7331.33231      81.06553718    0.07214329939    0.07214329939     0.8514969066     0.9999993086     0.8514969066     0.9999993086      1.000000071      1.000000071     0.1725555763  bfnsa 0(D)
1363   2      6.385294189      7205.998047               0     -977.7025046      7333.304213      81.07440343    0.07217272856    0.07217272856     0.8515831679     0.9999956248     0.8515831679     0.9999956248     0.9999999294     0.9999999294     0.1725311487  bfnsa 0(D)
1364   2      6.385965576      7207.998047               0     -977.9888548      7335.283013      81.08353226    0.07220081941    0.07220081941     0.8516775652      1.000001932     0.8516775652      1.000001932     0.9999999638     0.9999999638     0.1725066759  bfnsa 0(D)
1365   2      6.386643066      7209.998047               0     -978.2742161       7337.25954      81.09257333    0.07222933911    0.07222933911     0.8517692254      1.000004991     0.8517692254      1.000004991      1.000000003      1.000000003     0.1724822314  bfnsa 0(D)
1366   2      6.387314453      7211.998047               0     -978.5565587      7339.229204      81.10135144    0.07225916407    0.07225916407     0.8518526948      0.999998153     0.8518526948      0.999998153      1.000000156      1.000000156     0.1724578525  bfnsa 0(D)
1367   2      6.387979736      7213.998047               0     -978.8399385       7341.20118      81.11021694    0.07228855379    0.07228855379     0.8519389171     0.9999947844     0.8519389171     0.9999947844     0.9999999173     0.9999999173     0.1724334646  bfnsa 0(D)
1368   2      6.388651123      7215.998047               0      -979.126387      7343.180057      81.11934509    0.07231660374    0.07231660374     0.8520332688      1.000001393     0.8520332688      1.000001393     0.9999998711     0.9999998711     0.1724090316  bfnsa 0(D)
1369   2      6.389328613      7217.998047               0     -979.4118453       7345.15666      81.12838545    0.07234507659    0.07234507659     0.8521248684      1.000004726     0.8521248684      1.000004726      0.999999984      0.999999984     0.1723846272  bfnsa 0(D)
1370   2             6.39      7219.998047               0     -979.6942805      7347.126395      81.13716279    0.07237486521    0.07237486521     0.8522083085     0.9999982196     0.8522083085     0.9999982196     0.9999999687     0.9999999687     0.1723602875  bfnsa 0(D)
1371   2      6.390665283      7221.998047               0     -979.9777544      7349.098444      81.14602756    0.07240420277    0.07240420277     0.8522944577     0.9999951013     0.8522944577     0.9999951013     0.9999999488     0.9999999488     0.1723359395  bfnsa 0(D)
1372   2       6.39133667      7223.998047               0     -980.2643013      7351.077399      81.15515501    0.07243219915    0.07243219915       0.85238873      1.000001947       0.85238873      1.000001947      1.000000135      1.000000135     0.1723115464  bfnsa 0(D)
1373   2       6.39201416      7225.998047               0     -980.5498567      7353.054079      81.16419468    0.07246063435    0.07246063435     0.8524802944      1.000005599     0.8524802944      1.000005599      1.000000092      1.000000092     0.1722871814  bfnsa 0(D)
1374   2      6.392685547      7227.998047               0     -980.8323846      7355.023885      81.17297126    0.07249038714    0.07249038714      0.852563707     0.9999994251      0.852563707     0.9999994251     0.9999998971     0.9999998971     0.1722628811  bfnsa 0(D)
1375   2       6.39335083      7229.998047               0     -981.1159528      7356.996006      81.18183529    0.07251968142    0.07251968142     0.8526498078     0.9999966005     0.8526498078     0.9999966005     0.9999998741     0.9999998741     0.1722385725  bfnsa 0(D)
1376   2      6.394022217      7231.998047               0     -981.4025983       7358.97504      81.19096207     0.0725476335     0.0725476335     0.8527440264      1.000003729     0.8527440264      1.000003729      1.000000062      1.000000062      0.172214219  bfnsa 0(D)
1377   2        6.3946875      7233.998047               0     -981.6841771        7360.9426      81.19965043    0.07257778728    0.07257778728     0.8528246662     0.9999944327     0.8528246662     0.9999944327      1.000000058      1.000000058     0.1721899669  bfnsa 0(D)
1378   2      6.395358887      7235.998047               0     -981.9708716      7362.921673      81.20877687     0.0726057299     0.0726057299     0.8529188927      1.000001765     0.8529188927      1.000001765     0.9999999353     0.9999999353      0.172165633  bfnsa 0(D)
1379   2      6.396036377      7237.998047               0     -982.2565723      7364.898466      81.21781549    0.07263409776    0.07263409776      0.853010376      1.000005838      0.853010376      1.000005838     0.9999999291     0.9999999291     0.1721413274  bfnsa 0(D)
1380   2      6.396695557      7239.998047               0     -982.5392393      7366.868378      81.22659094     0.0726637782     0.0726637782     0.8530936981       1.00000007     0.8530936981       1.00000007     0.9999999235     0.9999999235     0.1721170863  bfnsa 0(D)
1381   2      6.397373047      7241.998047               0     -982.8229486      7368.840609      81.23545387    0.07269300726    0.07269300726     0.8531797266     0.9999976823     0.8531797266     0.9999976823      0.999999904      0.999999904     0.1720928368  bfnsa 0(D)
1382   2      6.398044433      7243.998047               0     -983.1077014      7370.815157      81.24440429    0.07272177834    0.07272177834     0.8532684429     0.9999986414     0.8532684429     0.9999986414      1.000000028      1.000000028     0.1720685794  bfnsa 0(D)
1383   2      6.398709717      7245.998047               0     -983.3914577      7372.787424      81.25326685    0.07275099216    0.07275099216     0.8533544653     0.9999964317     0.8533544653     0.9999964317     0.9999998498     0.9999998498     0.1720443493  bfnsa 0(D)
1384   2      6.399381103      7247.998047               0        -983.6783      7374.766613      81.26239228     0.0727788615     0.0727788615     0.8534485941      1.000004151     0.8534485941      1.000004151     0.9999998985     0.9999998985     0.1720200745  bfnsa 0(D)
1385   2      6.400046387      7249.998047               0     -983.9600613      7376.734312      81.27107911    0.07280892386    0.07280892386       0.85352913     0.9999954224       0.85352913     0.9999954224      1.000000035      1.000000035      0.171995901  bfnsa 0(D)
1386   2      6.400717773      7251.998047               0     -984.2469527      7378.713541       81.2802042    0.07283677655    0.07283677655     0.8536232477      1.000003309     0.8536232477      1.000003309       0.99999995       0.99999995      0.171971646  bfnsa 0(D)
1387   2      6.401383057      7253.998047               0     -984.5287595      7380.681274      81.28889064    0.07286681684    0.07286681684     0.8537037602     0.9999947256     0.8537037602     0.9999947256      1.000000102      1.000000102     0.1719474922  bfnsa 0(D)
1388   2      6.402054443      7255.998047               0        -984.8157      7382.660541       81.2980154    0.07289464661    0.07289464661     0.8537978499      1.000002748     0.8537978499      1.000002748      1.000000038      1.000000038     0.1719232566  bfnsa 0(D)
1389   2      6.402719726      7257.998047               0     -985.0975524      7384.628309      81.30670146    0.07292467367    0.07292467367      0.853878363     0.9999943534      0.853878363     0.9999943534     0.9999999887     0.9999999887     0.1718991222  bfnsa 0(D)
1390   2      6.403391113      7259.998047               0     -985.3845421      7386.607615      81.31582589    0.07295248126    0.07295248126     0.8539724269      1.000002515     0.8539724269      1.000002515     0.9999999266     0.9999999266     0.1718749062  bfnsa 0(D)
1391   2      6.404056396      7261.998047               0       -985.66644      7388.575418      81.32451157    0.07298247947    0.07298247947     0.8540528985     0.9999942317     0.8540528985     0.9999942317      1.000000059      1.000000059     0.1718507915  bfnsa 0(D)
1392   2      6.404727783      7263.998047               0     -985.9534789      7390.554763      81.33363566    0.07301026444    0.07301026444     0.8541469355       1.00000253     0.8541469355       1.00000253       1.00000001       1.00000001     0.1718265949  bfnsa 0(D)
1393   2      6.405393066      7265.998047               0     -986.2354224        7392.5226      81.34232096    0.07304024201    0.07304024201     0.8542273879     0.9999943981     0.8542273879     0.9999943981      1.000000123      1.000000123     0.1718024999  bfnsa 0(D)
1394   2      6.406064453      7267.998047               0     -986.5225105      7394.501984      81.35144473     0.0730680135     0.0730680135     0.8543214227      1.000002878     0.8543214227      1.000002878     0.9999998627     0.9999998627     0.1717783226  bfnsa 0(D)
1395   2      6.406729736      7269.998047               0     -986.8044997      7396.469855      81.36012965    0.07309796325    0.07309796325     0.8544018367     0.9999948619     0.8544018367     0.9999948619      1.000000131      1.000000131     0.1717542471  bfnsa 0(D)
1396   2      6.407401123      7271.998047               0      -987.091637      7398.449279      81.36925308    0.07312570477    0.07312570477      0.854495825      1.000003442      0.854495825      1.000003442      1.000000063      1.000000063     0.1717300898  bfnsa 0(D)
1397   2      6.408066406      7273.998047               0     -987.3736718      7400.417185      81.37793762    0.07315564308    0.07315564308     0.8545762448     0.9999956217     0.8545762448     0.9999956217      1.000000087      1.000000087     0.1717060333  bfnsa 0(D)
1398   2      6.408737793      7275.998047               0     -987.6608585      7402.396647      81.38706074    0.07318336468    0.07318336468     0.8546702139      1.000004351     0.8546702139      1.000004351     0.9999999654     0.9999999654     0.1716818953  bfnsa 0(D)
1399   2      6.409403076      7277.998047               0      -987.942939      7404.364588       81.3957449    0.07321328267    0.07321328267     0.8547506157     0.9999966827     0.8547506157     0.9999966827      0.999999961      0.999999961     0.1716578584  bfnsa 0(D)
1400   2      6.410074463      7279.998047               0     -988.2301749       7406.34409      81.40486769    0.07324097585    0.07324097585     0.8548445427      1.000005519     0.8548445427      1.000005519     0.9999999932     0.9999999932     0.1716337398  bfnsa 0(D)
1401   2      6.410739746      7281.998047               0     -988.5123012      7408.312065      81.41355148    0.07327087622    0.07327087622     0.8549249339     0.9999980159     0.8549249339     0.9999980159     0.9999998947     0.9999998947     0.1716097221  bfnsa 0(D)
1402   2      6.411398926      7283.998047               0     -988.7954768      7410.282367      81.42232284    0.07330031693    0.07330031693     0.8550080054     0.9999938422     0.8550080054     0.9999938422     0.9999999527     0.9999999527      0.171585696  bfnsa 0(D)
1403   2      6.412076416      7285.998047               0     -989.0817585      7412.259617      81.43135736    0.07332842258    0.07332842258     0.8550991966     0.9999996151     0.8550991966     0.9999996151     0.9999999157     0.9999999157     0.1715616251  bfnsa 0(D)
1404   2      6.412735596      7287.998047               0     -989.3670369      7414.234575      81.44030393    0.07335695306    0.07335695306     0.8551876506      1.000002139     0.8551876506      1.000002139      1.000000047      1.000000047     0.1715375821  bfnsa 0(D)
1405   2      6.413400879      7289.998047               0      -989.651311      7416.207242      81.44916254     0.0733859239     0.0733859239     0.8552734098       1.00000149     0.8552734098       1.00000149     0.9999999713     0.9999999713     0.1715135665  bfnsa 0(D)
1406   2      6.414072266      7291.998047               0     -989.9366374      7418.182238      81.45810877    0.07341443563    0.07341443563     0.8553618491      1.000004169     0.8553618491      1.000004169      1.000000026      1.000000026     0.1714895429  bfnsa 0(D)
1407   2      6.414737549      7293.998047               0     -990.2189003      7420.150317      81.46679143    0.07344426623    0.07344426623     0.8554421641      0.999997078     0.8554421641      0.999997078       1.00000006       1.00000006     0.1714655835  bfnsa 0(D)
1408   2      6.415408935      7295.998047               0      -990.506333      7422.129975      81.47591292    0.07347187447    0.07347187447     0.8555360019      1.000006482     0.8555360019      1.000006482      1.000000007      1.000000007     0.1714415423  bfnsa 0(D)
1409   2      6.416074219      7297.998047               0     -990.7886418      7424.098089      81.48459522    0.07350168827    0.07350168827      0.855616309      0.999999558      0.855616309      0.999999558     0.9999999265     0.9999999265      0.171417602  bfnsa 0(D)
1410   2      6.416733398      7299.998047               0     -991.0720029      7426.068533      81.49336513    0.07353104317    0.07353104317     0.8556992968     0.9999959627     0.8556992968     0.9999959627     0.9999999705     0.9999999705     0.1713936531  bfnsa 0(D)
1411   2      6.417398682      7301.998047               0     -991.3584787      7428.045935      81.50239831    0.07355905958    0.07355905958     0.8557903897      1.000002284     0.8557903897      1.000002284     0.9999999649     0.9999999649     0.1713696598  bfnsa 0(D)
1412   2      6.418070068      7303.998047               0     -991.6439484      7430.021043      81.51134351    0.07358750271    0.07358750271     0.8558787527       1.00000537     0.8558787527       1.00000537      1.000000093      1.000000093     0.1713456939  bfnsa 0(D)
1413   2      6.418735351      7305.998047               0     -991.9263483      7431.989226      81.52002507    0.07361726849    0.07361726849     0.8559590059     0.9999987112     0.8559590059     0.9999987112      1.000000137      1.000000137     0.1713217922  bfnsa 0(D)
1414   2      6.419394531      7307.998047               0     -992.2098019      7433.959741      81.52879426    0.07364659046    0.07364659046     0.8560419796     0.9999954524     0.8560419796     0.9999954524     0.9999999327     0.9999999327     0.1712978815  bfnsa 0(D)
1415   2      6.420059814      7309.998047               0     -992.4963746      7435.937219      81.53782678    0.07367455766    0.07367455766      0.856133012      1.000002025      0.856133012      1.000002025      1.000000054      1.000000054     0.1712739267  bfnsa 0(D)
1416   2      6.420731201      7311.998047               0     -992.7819398      7437.912401       81.5467713    0.07370295983    0.07370295983     0.8562213376      1.000005403     0.8562213376      1.000005403      1.000000116      1.000000116     0.1712499993  bfnsa 0(D)
1417   2      6.421396484      7313.998047               0     -993.0644308      7439.880654      81.55545212    0.07373268731    0.07373268731     0.8563015635     0.9999990561     0.8563015635     0.9999990561      1.000000048      1.000000048     0.1712261357  bfnsa 0(D)
1418   2      6.422055664      7315.998047               0     -993.3479771      7441.851239      81.56422059    0.07376196261    0.07376196261     0.8563844866     0.9999960656     0.8563844866     0.9999960656     0.9999999281     0.9999999281     0.1712022636  bfnsa 0(D)
1419   2      6.422720947      7317.998047               0     -993.6346469      7443.828794      81.57325245    0.07378988919    0.07378988919     0.8564754819       1.00000293     0.8564754819       1.00000293     0.9999999686     0.9999999686     0.1711783469  bfnsa 0(D)
1420   2      6.423380127      7319.998047               0     -993.9161721      7445.794781      81.58184486    0.07382002374    0.07382002374     0.8565529669     0.9999935063     0.8565529669     0.9999935063      1.000000013      1.000000013     0.1711545305  bfnsa 0(D)
1421   2       6.42404541      7321.998047               0       -994.20289      7447.772373      81.59087639    0.07384792733    0.07384792733     0.8566439369      1.000000503     0.8566439369      1.000000503      1.000000078      1.000000078     0.1711306329  bfnsa 0(D)
1422   2      6.424716797      7323.998047               0     -994.4885983      7449.747667      81.59981989    0.07387626743    0.07387626743     0.8567322057      1.000004316     0.8567322057      1.000004316      1.000000056      1.000000056     0.1711067629  bfnsa 0(D)
1423   2       6.42538208      7325.998047               0      -994.771226      7451.716023      81.60849961    0.07390592837    0.07390592837     0.8568123675     0.9999983899     0.8568123675     0.9999983899       1.00000004       1.00000004     0.1710829567  bfnsa 0(D)
1424   2       6.42604126      7327.998047               0     -995.0549112      7453.686715      81.61726701    0.07393513755    0.07393513755     0.8568952262     0.9999958192     0.8568952262     0.9999958192     0.9999999533     0.9999999533     0.1710591421  bfnsa 0(D)
1425   2      6.426706543      7329.998047               0     -995.3417263      7455.664384      81.62629789    0.07396299457    0.07396299457     0.8569861438      1.000003077     0.8569861438      1.000003077       1.00000008       1.00000008     0.1710352832  bfnsa 0(D)
1426   2      6.427365723      7331.998047               0     -995.6233862      7457.630472      81.63488917    0.07399307435    0.07399307435     0.8570635979     0.9999941335     0.8570635979     0.9999941335     0.9999999017     0.9999999017     0.1710115234  bfnsa 0(D)
1427   2      6.428031006      7333.998047               0     -995.9102496      7459.608179      81.64391972    0.07402091004    0.07402091004      0.857154495      1.000001531      0.857154495      1.000001531      1.000000014      1.000000014     0.1709876833  bfnsa 0(D)
1428   2      6.428702392      7335.998047               0     -996.1961013      7461.583585      81.65286222    0.07404918486    0.07404918486     0.8572426995       1.00000576     0.8572426995       1.00000576     0.9999999839     0.9999999839     0.1709638707  bfnsa 0(D)
1429   2      6.429355469      7337.998047               0     -996.4788659      7463.552045      81.66154085    0.07407878355    0.07407878355     0.8573228095      1.000000274     0.8573228095      1.000000274     0.9999999155     0.9999999155     0.1709401218  bfnsa 0(D)
