##### bftga! (ode)  d4lorenz ::: Sat May  2 00:05:17 2015

#####                b               pm               pr                q                r
#####             2.67                5               10      5.329990234             4500
#
# sk  lk               q                r               x1               x2               x3               x4              wr1              wa1              wr2              wa2              wr3              wa3              wr4              wa4              tau  bftype
 332   2      5.608963623      5143.998047               0     -686.7757279      5280.443991      70.53018534     0.6992531273     0.9999957591     0.6992531273     0.9999957591      1.000000008      1.000000008    0.04208030796    0.04208030796     0.2050224589  bfnsa 0(D)
 333   2      5.609812012      5145.998047               0     -687.0553883       5282.45581      70.54206292     0.6994967366      1.000004861     0.6994967366      1.000004861     0.9999999945     0.9999999945    0.04210853998    0.04210853998      0.204981508  bfnsa 0(D)
 334   2      5.610654297      5147.998047               0       -687.33181      5284.458527      70.55352731     0.6997254988     0.9999922124     0.6997254988     0.9999922124     0.9999999768     0.9999999768     0.0421384399     0.0421384399     0.2049407087  bfnsa 0(D)
 335   2      5.611502686      5149.998047               0     -687.6115407      5286.470412      70.56540401     0.6999687857      1.000001611     0.6999687857      1.000001611      1.000000011      1.000000011    0.04216665026    0.04216665026     0.2048998045  bfnsa 0(D)
 336   2      5.612357178      5151.998047               0     -687.8906517      5288.480503      70.57719772     0.7002089777      1.000006788     0.7002089777      1.000006788      1.000000019      1.000000019    0.04219518643    0.04219518643     0.2048589493  bfnsa 0(D)
 337   2      5.613205566      5153.998047               0     -688.1678302      5290.485141      70.58874329     0.7004401987     0.9999989952     0.7004401987     0.9999989952     0.9999999897     0.9999999897    0.04222472133    0.04222472133     0.2048181942  bfnsa 0(D)
 338   2      5.614047852      5155.998047               0     -688.4456984      5292.491639      70.60037097     0.7006741972     0.9999957345     0.7006741972     0.9999957345     0.9999999819     0.9999999819    0.04225390978    0.04225390978     0.2047774368  bfnsa 0(D)
 339   2       5.61489624      5157.998047               0     -688.7255704      5294.503656      70.61224593     0.7009168523      1.000005751     0.7009168523      1.000005751     0.9999999804     0.9999999804    0.04228207908    0.04228207908     0.2047366258  bfnsa 0(D)
 340   2      5.615738525      5159.998047               0     -689.0021936      5296.506557      70.62370755     0.7011446542     0.9999940457     0.7011446542     0.9999940457      1.000000011      1.000000011     0.0423119196     0.0423119196     0.2046959662  bfnsa 0(D)
 341   2      5.616586914      5161.998047               0      -689.282136       5298.51864      70.63558164      0.701386996      1.000004374      0.701386996      1.000004374     0.9999999805     0.9999999805    0.04234006866    0.04234006866     0.2046552015  bfnsa 0(D)
 342   2      5.617429199      5163.998047               0     -689.5588263      5300.521602      70.64704234     0.7016144837     0.9999929936     0.7016144837     0.9999929936     0.9999999774     0.9999999774     0.0423698904     0.0423698904     0.2046145882  bfnsa 0(D)
 343   2      5.618277588      5165.998047               0     -689.8388392      5302.533751      70.65891556     0.7018565093      1.000003616     0.7018565093      1.000003616     0.9999999863     0.9999999863    0.04239801782    0.04239801782       0.20457387  bfnsa 0(D)
 344   2      5.619119873      5167.998047               0     -690.1155965      5304.536774      70.67037535     0.7020836812       0.99999255     0.7020836812       0.99999255     0.9999999951     0.9999999951    0.04242781971    0.04242781971     0.2045333029  bfnsa 0(D)
 345   2      5.619968262      5169.998047               0     -690.3956799      5306.548989       70.6822477     0.7023253951      1.000003478     0.7023253951      1.000003478     0.9999999934     0.9999999934     0.0424559264     0.0424559264      0.204492631  bfnsa 0(D)
 346   2      5.620810547      5171.998047               0     -690.6725044      5308.552074      70.69370657     0.7025522548      0.999992732     0.7025522548      0.999992732     0.9999999823     0.9999999823     0.0424857091     0.0424857091       0.20445211  bfnsa 0(D)
 347   2      5.621658936      5173.998047               0     -690.9526583      5310.564354      70.70557806     0.7027936552      1.000003955     0.7027936552      1.000003955      1.000000018      1.000000018    0.04251379395    0.04251379395     0.2044114844  bfnsa 0(D)
 348   2      5.622501221      5175.998047               0     -691.2295499        5312.5675      70.71703602     0.7030202018     0.9999935189     0.7030202018     0.9999935189      1.000000023      1.000000023    0.04254355675    0.04254355675     0.2043710095  bfnsa 0(D)
 349   2      5.623349609      5177.998047               0     -691.5097744      5314.579846      70.72890665     0.7032612966      1.000005058     0.7032612966      1.000005058      0.999999995      0.999999995    0.04257162185    0.04257162185     0.2043304299  bfnsa 0(D)
 350   2      5.624191895      5179.998047               0     -691.7867332      5316.583054      70.74036371     0.7034875328      0.999994936     0.7034875328      0.999994936     0.9999999939     0.9999999939    0.04260136515    0.04260136515     0.2042900009  bfnsa 0(D)
 351   2      5.625040283      5181.998047               0     -692.0670283      5318.595466      70.75223348     0.7037283183      1.000006773     0.7037283183      1.000006773     0.9999999821     0.9999999821    0.04262940875    0.04262940875     0.2042494674  bfnsa 0(D)
 352   2      5.625882568      5183.998047               0     -692.3440544      5320.598735      70.76368964     0.7039542446     0.9999969616     0.7039542446     0.9999969616     0.9999999901     0.9999999901    0.04265913211    0.04265913211     0.2042090844  bfnsa 0(D)
 353   2       5.62671875      5185.998047               0     -692.6217747      5322.603869      70.77522798     0.7041829581     0.9999916694     0.7041829581     0.9999916694     0.9999999874     0.9999999874    0.04268850774    0.04268850774     0.2041686987  bfnsa 0(D)
 354   2      5.627573242      5187.998047               0     -692.9015136      5324.614544      70.78701382     0.7044203409      0.999999598     0.7044203409      0.999999598     0.9999999936     0.9999999936    0.04271685787    0.04271685787     0.2041282595  bfnsa 0(D)
 355   2      5.628409424      5189.998047               0      -693.180626      5326.623414      70.79871658     0.7046546312      1.000003326     0.7046546312      1.000003326     0.9999999777     0.9999999777    0.04274553646    0.04274553646     0.2040878687  bfnsa 0(D)
 356   2      5.629251709      5191.998047               0     -693.4591108       5328.63048      70.81033625     0.7048858245      1.000002842     0.7048858245      1.000002842      1.000000007      1.000000007    0.04277454243    0.04277454243     0.2040475263  bfnsa 0(D)
 357   2      5.630100098      5193.998047               0     -693.7382926      5330.639415      70.82203814       0.70511981      1.000006873       0.70511981      1.000006873     0.9999999888     0.9999999888    0.04280320035    0.04280320035     0.2040071811  bfnsa 0(D)
 358   2      5.630942383      5195.998047               0     -694.0155201      5332.642867      70.83349159     0.7053448164     0.9999979989     0.7053448164     0.9999979989     0.9999999912     0.9999999912    0.04283286452    0.04283286452     0.2039669353  bfnsa 0(D)
 359   2      5.631778564      5197.998047               0     -694.2934438      5334.648188      70.84502726     0.7055726123     0.9999936318     0.7055726123     0.9999936318     0.9999999967     0.9999999967    0.04286217976    0.04286217976     0.2039266867  bfnsa 0(D)
 360   2       5.63262085      5199.998047               0     -694.5733923      5336.659058      70.85681053      0.705809084      1.000002466      0.705809084      1.000002466     0.9999999881     0.9999999881    0.04289046751    0.04289046751     0.2038863846  bfnsa 0(D)
 361   2      5.633469238      5201.998047               0     -694.8527123      5338.668121      70.86851069     0.7060424627      1.000007102     0.7060424627      1.000007102     0.9999999797     0.9999999797    0.04291908385    0.04291908385     0.2038461307  bfnsa 0(D)
 362   2      5.634311523      5203.998047               0      -695.130074      5340.671695      70.87996236     0.7062668614     0.9999988453     0.7062668614     0.9999988453     0.9999999969     0.9999999969    0.04294870799    0.04294870799     0.2038059758  bfnsa 0(D)
 363   2      5.635147705      5205.998047               0     -695.4081334       5342.67714      70.89149627     0.7064940536     0.9999950979     0.7064940536     0.9999950979     0.9999999827     0.9999999827    0.04297798326    0.04297798326     0.2037658181  bfnsa 0(D)
 364   2       5.63598999      5207.998047               0     -695.6882216       5344.68814      70.90327783     0.7067299232      1.000004529     0.7067299232      1.000004529     0.9999999844     0.9999999844    0.04300622879    0.04300622879     0.2037256069  bfnsa 0(D)
 365   2      5.636826172      5209.998047               0     -695.9650183      5346.689964      70.91464545     0.7069509264     0.9999923928     0.7069509264     0.9999923928      1.000000012      1.000000012    0.04303616282    0.04303616282     0.2036855454  bfnsa 0(D)
 366   2      5.637668457      5211.998047               0     -696.2451761      5348.701028      70.92642616     0.7071864961       1.00000212     0.7071864961       1.00000212      1.000000027      1.000000027    0.04306438711    0.04306438711     0.2036453796  bfnsa 0(D)
 367   2      5.638516846      5213.998047               0     -696.5247035      5350.710283      70.93812375     0.7074189749      1.000007658     0.7074189749      1.000007658      1.000000025      1.000000025    0.04309294118    0.04309294118     0.2036052619  bfnsa 0(D)
 368   2      5.639346924      5215.998047               0     -696.8022665      5352.714041      70.94957275     0.7076424755      1.000000335     0.7076424755      1.000000335      1.000000008      1.000000008    0.04312250613    0.04312250613     0.2035652427  bfnsa 0(D)
 369   2      5.640195312      5217.998047               0     -697.0805293      5354.719673      70.96110403      0.707868771     0.9999975054      0.707868771     0.9999975054     0.9999999842     0.9999999842    0.04315172095    0.04315172095     0.2035252207  bfnsa 0(D)
 370   2      5.641037598      5219.998047               0     -697.3594928      5356.727179       70.9727176     0.7080978591     0.9999991546     0.7080978591     0.9999991546      1.000000004      1.000000004    0.04318058414    0.04318058414     0.2034851962  bfnsa 0(D)
 371   2      5.641873779      5221.998047               0     -697.6378233      5358.732873        70.984248     0.7083238574     0.9999966277     0.7083238574     0.9999966277       0.99999999       0.99999999    0.04320977848    0.04320977848     0.2034452193  bfnsa 0(D)
 372   2      5.642716064      5223.998047               0     -697.9181908      5360.744132      70.99602619     0.7085585378      1.000007243     0.7085585378      1.000007243      1.000000016      1.000000016    0.04323793913    0.04323793913      0.203405189  bfnsa 0(D)
 373   2      5.643552246      5225.998047               0     -698.1952533      5362.746198      71.00739024     0.7087783542     0.9999963601     0.7087783542     0.9999963601     0.9999999755     0.9999999755    0.04326779559    0.04326779559     0.2033653077  bfnsa 0(D)
 374   2      5.644394531      5227.998047               0     -698.4756906      5364.757522      71.01916759     0.7090127397      1.000007267     0.7090127397      1.000007267      1.000000018      1.000000018    0.04329593473    0.04329593473     0.2033253226  bfnsa 0(D)
 375   2      5.645230713      5229.998047               0     -698.7528195      5366.759648      71.03053076     0.7092322587     0.9999966825     0.7092322587     0.9999966825      1.000000022      1.000000022    0.04332577042    0.04332577042     0.2032854862  bfnsa 0(D)
 376   2      5.646072998      5231.998047               0     -699.0333266      5368.771037      71.04230727     0.7094663565      1.000007901     0.7094663565      1.000007901     0.9999999919     0.9999999919    0.04335388999    0.04335388999     0.2032455458  bfnsa 0(D)
 377   2       5.64690918      5233.998047               0      -699.310522      5370.773223      71.05366956     0.7096855825     0.9999976249     0.7096855825     0.9999976249      0.999999991      0.999999991    0.04338370584    0.04338370584     0.2032057542  bfnsa 0(D)
 378   2      5.647739258      5235.998047               0     -699.5884196      5372.777286      71.06511416     0.7099076077     0.9999918318     0.7099076077     0.9999918318     0.9999999833     0.9999999833    0.04341317057    0.04341317057     0.2031659597  bfnsa 0(D)
 379   2      5.648587646      5237.998047               0     -699.8683608      5374.786923      71.07680664     0.7101383215      0.999999161     0.7101383215      0.999999161     0.9999999871     0.9999999871    0.04344159958    0.04344159958     0.2031261118  bfnsa 0(D)
 380   2      5.649417725      5239.998047               0     -700.1476666      5376.794745      71.08841593     0.7103659449      1.000002314     0.7103659449      1.000002314     0.9999999964     0.9999999964    0.04347035962    0.04347035962     0.2030863116  bfnsa 0(D)
 381   2      5.650253906      5241.998047               0      -700.426336      5378.800749      71.09994202     0.7105904777       1.00000129     0.7105904777       1.00000129      1.000000014      1.000000014    0.04349945124    0.04349945124     0.2030465589  bfnsa 0(D)
 382   2      5.651096191      5243.998047               0     -700.7057104      5380.808634      71.11155046     0.7108178141      1.000004746     0.7108178141      1.000004746     0.9999999928     0.9999999928    0.04352819128    0.04352819128     0.2030068031  bfnsa 0(D)
 383   2      5.651932373      5245.998047               0     -700.9831047         5382.811       71.1229101     0.7110361667     0.9999953851     0.7110361667     0.9999953851       1.00000001       1.00000001     0.0435579471     0.0435579471     0.2029671455  bfnsa 0(D)
 384   2      5.652774658      5247.998047               0     -701.2638907      5384.822648       71.1346833     0.7112691067      1.000007777     0.7112691067      1.000007777     0.9999999842     0.9999999842    0.04358598146    0.04358598146     0.2029273839  bfnsa 0(D)
 385   2       5.65361084      5249.998047               0     -701.5413516      5386.825075      71.14604207     0.7114871698     0.9999987147     0.7114871698     0.9999987147      1.000000023      1.000000023    0.04361571683    0.04361571683     0.2028877706  bfnsa 0(D)
 386   2      5.654440918      5251.998047               0     -701.8195175      5388.829383       71.1574832     0.7117080395     0.9999941364     0.7117080395     0.9999941364     0.9999999947     0.9999999947    0.04364510116    0.04364510116     0.2028481542  bfnsa 0(D)
 387   2        5.6552771      5253.998047               0     -702.0997352      5390.839276      71.16917234     0.7119376038      1.000002651     0.7119376038      1.000002651     0.9999999773     0.9999999773    0.04367344622    0.04367344622     0.2028084846  bfnsa 0(D)
 388   2      5.656119385      5255.998047               0     -702.3793149       5392.84735      71.18077826     0.7121640782      1.000006993     0.7121640782      1.000006993     0.9999999803     0.9999999803     0.0437021232     0.0437021232     0.2027688623  bfnsa 0(D)
 389   2      5.656955566      5257.998047               0     -702.6569085      5394.849897      71.19213529     0.7123815707     0.9999985437     0.7123815707     0.9999985437     0.9999999879     0.9999999879    0.04373181927    0.04373181927     0.2027293376  bfnsa 0(D)
 390   2      5.657785644      5259.998047               0     -702.9352084      5396.854327       71.2035747     0.7126018666     0.9999945586     0.7126018666     0.9999945586      1.000000004      1.000000004    0.04376116188    0.04376116188     0.2026898099  bfnsa 0(D)
 391   2      5.658621826      5261.998047               0     -703.2155643      5398.864348      71.21526219     0.7128308627      1.000003659     0.7128308627      1.000003659     0.9999999862     0.9999999862    0.04378946474    0.04378946474     0.2026502288  bfnsa 0(D)
 392   2      5.659464111      5263.998047               0     -703.4952809      5400.872548      71.22686643     0.7130567694      1.000008589     0.7130567694      1.000008589     0.9999999941     0.9999999941    0.04381809981    0.04381809981     0.2026106951  bfnsa 0(D)
 393   2      5.660288086      5265.998047               0     -703.7730073      5402.875216      71.23822173      0.713273695      1.000000748      0.713273695      1.000000748     0.9999999909     0.9999999909    0.04384775579    0.04384775579     0.2025712586  bfnsa 0(D)
 394   2      5.661130371      5267.998047               0     -704.0514415      5404.879768      71.24965943      0.713493426     0.9999973629      0.713493426     0.9999973629     0.9999999922     0.9999999922    0.04387705804    0.04387705804     0.2025318191  bfnsa 0(D)
 395   2      5.661966553      5269.998047               0     -704.3305845      5406.886206      71.26117957     0.7137159638     0.9999984347     0.7137159638     0.9999984347     0.9999999874     0.9999999874    0.04390600621    0.04390600621     0.2024923765  bfnsa 0(D)
 396   2      5.662796631      5271.998047               0     -704.6090855      5408.890819      71.27261642     0.7139354127     0.9999953475     0.7139354127     0.9999953475      1.000000002      1.000000002    0.04393528767    0.04393528767     0.2024529811  bfnsa 0(D)
 397   2      5.663632812      5273.998047               0     -704.8896487      5410.901032      71.28430144      0.714163565      1.000005319      0.714163565      1.000005319     0.9999999964     0.9999999964    0.04396352659    0.04396352659     0.2024135323  bfnsa 0(D)
 398   2      5.664462891      5275.998047               0      -705.166864      5412.901993      71.29557171     0.7143768403     0.9999939299     0.7143768403     0.9999939299     0.9999999949     0.9999999949    0.04399347667    0.04399347667     0.2023742309  bfnsa 0(D)
 399   2      5.665299072      5277.998047               0     -705.4474961       5414.91227      71.30725591      0.714604713      1.000004189      0.714604713      1.000004189      1.000000003      1.000000003    0.04402169406    0.04402169406     0.2023348261  bfnsa 0(D)
 400   2       5.66612915      5279.998047               0     -705.7247771      5416.913289      71.31852531     0.7148177109     0.9999931083     0.7148177109     0.9999931083     0.9999999749     0.9999999749     0.0440516248     0.0440516248     0.2022955683  bfnsa 0(D)
 401   2      5.666965332      5281.998047               0     -706.0054781       5418.92363      71.33020869     0.7150453072      1.000003661     0.7150453072      1.000003661     0.9999999671     0.9999999671    0.04407982126    0.04407982126     0.2022562073  bfnsa 0(D)
 402   2       5.66779541      5283.998047               0     -706.2828247      5420.924709      71.34147723     0.7152580239     0.9999928707     0.7152580239     0.9999928707     0.9999999873     0.9999999873    0.04410973098    0.04410973098     0.2022169933  bfnsa 0(D)
 403   2      5.668631592      5285.998047               0     -706.5635947      5422.935113       71.3531598     0.7154853417      1.000003705     0.7154853417      1.000003705      1.000000014      1.000000014    0.04413790536    0.04413790536     0.2021776762  bfnsa 0(D)
 404   2       5.66946167      5287.998047               0      -706.841007      5424.936252      71.36442748     0.7156977843      0.999993224     0.7156977843      0.999993224     0.9999999951     0.9999999951    0.04416779591    0.04416779591     0.2021385059  bfnsa 0(D)
 405   2      5.670297852      5289.998047               0     -707.1218461       5426.94672      71.37610924     0.7159248293      1.000004353     0.7159248293      1.000004353     0.9999999877     0.9999999877    0.04419594972    0.04419594972     0.2020992323  bfnsa 0(D)
 406   2       5.67112793      5291.998047               0      -707.399324      5428.947917      71.38737606     0.7161369937     0.9999941641     0.7161369937     0.9999941641      1.000000009      1.000000009    0.04422581926    0.04422581926     0.2020601056  bfnsa 0(D)
 407   2      5.671964111      5293.998047               0     -707.6802323       5430.95845      71.39905701     0.7163637655      1.000005584     0.7163637655      1.000005584     0.9999999908     0.9999999908     0.0442539518     0.0442539518     0.2020208756  bfnsa 0(D)
 408   2      5.672794189      5295.998047               0     -707.9577759      5432.959706      71.41032298     0.7165756575     0.9999956994     0.7165756575     0.9999956994     0.9999999846     0.9999999846    0.04428380189    0.04428380189     0.2019817923  bfnsa 0(D)
 409   2      5.673630371      5297.998047               0     -708.2387533      5434.970303      71.42200312     0.7168021545      1.000007398     0.7168021545      1.000007398     0.9999999983     0.9999999983    0.04431191227    0.04431191227     0.2019426059  bfnsa 0(D)
 410   2      5.674460449      5299.998047               0     -708.5163628      5436.971619      71.43326824     0.7170137739     0.9999978141     0.7170137739     0.9999978141     0.9999999842     0.9999999842    0.04434174236    0.04434174236     0.2019035659  bfnsa 0(D)
 411   2      5.675284424      5301.998047               0     -708.7946853      5438.974827      71.44461584     0.7172282047     0.9999926618     0.7172282047     0.9999926618     0.9999999877     0.9999999877    0.04437121621    0.04437121621     0.2018645227  bfnsa 0(D)
 412   2      5.676114502      5303.998047               0     -709.0750846      5440.983655      71.45621184     0.7174513447      1.000000505     0.7174513447      1.000000505      1.000000017      1.000000017    0.04439964036    0.04439964036     0.2018254264  bfnsa 0(D)
 413   2      5.676950684      5305.998047               0      -709.354837      5442.990651       71.4677245     0.7176714027      1.000004213     0.7176714027      1.000004213      1.000000017      1.000000017    0.04442840081    0.04442840081     0.2017863766  bfnsa 0(D)
 414   2      5.677780762      5307.998047               0     -709.6325775      5444.992085      71.47898791     0.7178824815     0.9999952324     0.7178824815     0.9999952324     0.9999999723     0.9999999723    0.04445819137    0.04445819137     0.2017474231  bfnsa 0(D)
 415   2      5.678616943      5309.998047               0     -709.9137619      5447.002873      71.49066565     0.7181081646       1.00000778     0.7181081646       1.00000778      1.000000024      1.000000024    0.04448623645    0.04448623645     0.2017083669  bfnsa 0(D)
 416   2      5.679447021      5311.998047               0     -710.1915682      5449.004367      71.50192822     0.7183189728     0.9999990912     0.7183189728     0.9999990912     0.9999999948     0.9999999948    0.04451600643    0.04451600643     0.2016694566  bfnsa 0(D)
 417   2      5.680270996      5313.998047               0     -710.4700898      5451.007755      71.51327331     0.7185325948      0.999994828     0.7185325948      0.999994828     0.9999999824     0.9999999824    0.04454541906    0.04454541906     0.2016305429  bfnsa 0(D)
 418   2      5.681101074      5315.998047               0     -710.7506943      5453.016772      71.52486689     0.7187549297      1.000003535     0.7187549297      1.000003535      0.999999991      0.999999991    0.04457377995    0.04457377995     0.2015915762  bfnsa 0(D)
 419   2      5.681937256      5317.998047               0     -711.0306499      5455.023955       71.5363771     0.7189741821      1.000008109     0.7189741821      1.000008109     0.9999999962     0.9999999962    0.04460247716    0.04460247716     0.2015526559  bfnsa 0(D)
 420   2      5.682755127      5319.998047               0     -711.3085875      5457.025567      71.54763798     0.7191844539      1.000000011     0.7191844539      1.000000011     0.9999999781     0.9999999781    0.04463220622    0.04463220622     0.2015138316  bfnsa 0(D)
 421   2      5.683591309      5321.998047               0     -711.5872417      5459.029075      71.55898141     0.7193975381      0.999996322     0.7193975381      0.999996322      1.000000017      1.000000017    0.04466157671    0.04466157671     0.2014750041  bfnsa 0(D)
 422   2      5.684421387      5323.998047               0     -711.8666135      5461.034482      71.57040741     0.7196134445     0.9999970679     0.7196134445     0.9999970679      0.999999982      0.999999982    0.04469059102    0.04469059102      0.201436173  bfnsa 0(D)
 423   2      5.685245361      5325.998047               0     -712.1453337       5463.03805      71.58175001     0.7198262656     0.9999936783     0.7198262656     0.9999936783     0.9999999892     0.9999999892    0.04471994181    0.04471994181     0.2013973882  bfnsa 0(D)
 424   2      5.686075439      5327.998047               0     -712.4261431      5465.047256      71.59334118     0.7200478026      1.000003238     0.7200478026      1.000003238       1.00000002       1.00000002    0.04474823803    0.04474823803     0.2013585504  bfnsa 0(D)
 425   2      5.686899414      5329.998047               0     -712.7035586      5467.047146      71.60451695     0.7202544624     0.9999916124     0.7202544624     0.9999916124     0.9999999859     0.9999999859    0.04477826498    0.04477826498      0.201319858  bfnsa 0(D)
 426   2      5.687729492      5331.998047               0     -712.9844362      5469.056414      71.61610733     0.7204757369      1.000001459     0.7204757369      1.000001459      1.000000008      1.000000008    0.04480654004    0.04480654004      0.201281063  bfnsa 0(D)
 427   2      5.688565674      5333.998047               0     -713.2646622      5471.063844      71.62761431     0.7206939315      1.000007182     0.7206939315      1.000007182      1.000000011      1.000000011    0.04483515286    0.04483515286     0.2012423143  bfnsa 0(D)
 428   2      5.689383545      5335.998047               0     -713.5428621      5473.065693      71.63887183     0.7209031443      1.000000255     0.7209031443      1.000000255      1.000000015      1.000000015    0.04486480017    0.04486480017     0.2012036611  bfnsa 0(D)
 429   2      5.690219727      5337.998047               0     -713.8217815      5475.069442      71.65021196     0.7211151786     0.9999977458     0.7211151786     0.9999977458     0.9999999885     0.9999999885    0.04489408961    0.04489408961     0.2011650044  bfnsa 0(D)
 430   2      5.691049805      5339.998047               0     -714.1014212      5477.075093       71.6616347     0.7213300308     0.9999996365     0.7213300308     0.9999996365     0.9999999904     0.9999999904    0.04492301954    0.04492301954     0.2011263444  bfnsa 0(D)
 431   2      5.691873779      5341.998047               0     -714.3804067      5479.078902      71.67297401     0.7215418026     0.9999974124     0.7215418026     0.9999974124     0.9999999886     0.9999999886    0.04495228768    0.04495228768     0.2010877303  bfnsa 0(D)
 432   2      5.692703857      5343.998047               0     -714.6614897      5481.088359      71.68456202     0.7217622972      1.000008113     0.7217622972      1.000008113      0.999999973      0.999999973    0.04498049906    0.04498049906     0.2010490632  bfnsa 0(D)
 433   2      5.693527832      5345.998047               0     -714.9391652      5483.088483      71.69573443     0.7219679063     0.9999976536     0.7219679063     0.9999976536     0.9999999958     0.9999999958     0.0450104439     0.0450104439     0.2010105411  bfnsa 0(D)
 434   2      5.694345703      5347.998047               0     -715.2175611      5485.090507      71.70698946     0.7221763387     0.9999916066     0.7221763387     0.9999916066     0.9999999887     0.9999999887    0.04504003049    0.04504003049     0.2009720154  bfnsa 0(D)
 435   2      5.695181885      5349.998047               0     -715.4980569      5487.098184      71.71849323     0.7223934933     0.9999984712     0.7223934933     0.9999984712     0.9999999921     0.9999999921    0.04506855865    0.04506855865     0.2009334368  bfnsa 0(D)
 436   2      5.695999756      5351.998047               0     -715.7778975      5489.104018      71.72991356       0.72260757      1.000001227       0.72260757      1.000001227     0.9999999746     0.9999999746    0.04509742583    0.04509742583     0.2008949041  bfnsa 0(D)
 437   2      5.696835937      5353.998047               0     -716.0570819      5491.108008      71.74125042     0.7228185631     0.9999998569     0.7228185631     0.9999998569      1.000000017      1.000000017    0.04512663075    0.04512663075     0.2008564173  bfnsa 0(D)
 438   2      5.697653809      5355.998047               0     -716.3369896      5493.113903      71.75266994     0.7230323825      1.000002894     0.7230323825      1.000002894      1.000000008      1.000000008    0.04515547671    0.04515547671     0.2008179268  bfnsa 0(D)
 439   2      5.698477783      5357.998047               0     -716.6162404      5495.117952      71.76400599     0.7232431219       1.00000182     0.7232431219       1.00000182      1.000000012      1.000000012     0.0451846616     0.0451846616     0.2007794822  bfnsa 0(D)
 440   2      5.699307861      5359.998047               0     -716.8962151      5497.123908      71.77542472     0.7234566869      1.000005145     0.7234566869      1.000005145     0.9999999856     0.9999999856    0.04521348688    0.04521348688      0.200741034  bfnsa 0(D)
 441   2      5.700131836      5361.998047               0       -717.17415      5499.124264       71.7865938     0.7236612688     0.9999958605     0.7236612688     0.9999958605       0.99999999       0.99999999    0.04524335104    0.04524335104     0.2007026808  bfnsa 0(D)
 442   2      5.700961914      5363.998047               0     -717.4555742      5501.134036       71.7981779     0.7238804804      1.000007961     0.7238804804      1.000007961     0.9999999818     0.9999999818    0.04527145437    0.04527145437     0.2006642254  bfnsa 0(D)
 443   2      5.701785889      5365.998047               0     -717.7335742       5503.13445      71.80934615     0.7240848076     0.9999989657     0.7240848076     0.9999989657     0.9999999896     0.9999999896    0.04530129809    0.04530129809     0.2006259144  bfnsa 0(D)
 444   2       5.70260376      5367.998047               0     -718.0122981      5505.136771      71.82059709     0.7242919583     0.9999943588     0.7242919583     0.9999943588      1.000000013      1.000000013    0.04533078104    0.04533078104     0.2005875996  bfnsa 0(D)
 445   2      5.703427734      5369.998047               0     -718.2931321      5507.144758      71.83209692     0.7245078399      1.000002637     0.7245078399      1.000002637     0.9999999912     0.9999999912    0.04535920286    0.04535920286     0.2005492319  bfnsa 0(D)
 446   2      5.704257812      5371.998047               0     -718.5733077      5509.150897      71.84351326     0.7247206415      1.000006803     0.7247206415      1.000006803      1.000000007      1.000000007    0.04538796363    0.04538796363     0.2005109099  bfnsa 0(D)
 447   2      5.705081787      5373.998047               0     -718.8514373      5511.151427      71.85467987     0.7249244629     0.9999983857     0.7249244629     0.9999983857      1.000000021      1.000000021    0.04541776647    0.04541776647     0.2004726827  bfnsa 0(D)
 448   2      5.705899658      5375.998047               0     -719.1302922      5513.153866      71.86592918     0.7251311121     0.9999943614     0.7251311121     0.9999943614      1.000000009      1.000000009     0.0454472089     0.0454472089     0.2004344518  bfnsa 0(D)
 449   2      5.706723633      5377.998047               0     -719.4112614      5515.161977      71.87742745     0.7253464909      1.000003197     0.7253464909      1.000003197     0.9999999928     0.9999999928    0.04547558773    0.04547558773     0.2003961679  bfnsa 0(D)
 450   2      5.707553711      5379.998047               0     -719.6915709      5517.168238      71.88884221     0.7255587905      1.000007925     0.7255587905      1.000007925      1.000000017      1.000000017    0.04550430579    0.04550430579     0.2003579296  bfnsa 0(D)
 451   2      5.708365478      5381.998047               0     -719.9698303      5519.168885      71.90000719     0.7257621139      1.000000094     0.7257621139      1.000000094     0.9999999881     0.9999999881    0.04553406864    0.04553406864     0.2003197859  bfnsa 0(D)
 452   2      5.709195557      5383.998047               0     -720.2488165      5521.171442      71.91125488     0.7259682599     0.9999966305     0.7259682599     0.9999966305      1.000000023      1.000000023     0.0455634685     0.0455634685     0.2002816385  bfnsa 0(D)
 453   2      5.710019531      5385.998047               0     -720.5285304      5523.175911      71.92258532     0.7261772382     0.9999975592     0.7261772382     0.9999975592     0.9999999908     0.9999999908     0.0455925079     0.0455925079     0.2002434873  bfnsa 0(D)
 454   2      5.710837402      5387.998047               0     -720.8075819      5525.178528      71.93383221      0.726383137     0.9999943845      0.726383137     0.9999943845      1.000000011      1.000000011    0.04562188738    0.04562188738     0.2002053816  bfnsa 0(D)
 455   2      5.711661377      5389.998047               0     -721.0887539      5527.186824      71.94532815     0.7265977691      1.000004051     0.7265977691      1.000004051      1.000000012      1.000000012    0.04565020115    0.04565020115     0.2001672229  bfnsa 0(D)
 456   2      5.712479248      5391.998047               0     -721.3664788      5529.185732      71.95640793     0.7267975184     0.9999927038     0.7267975184     0.9999927038      1.000000011      1.000000011    0.04568026429    0.04568026429     0.2001292078  bfnsa 0(D)
 457   2      5.713303223      5393.998047               0     -721.6477183       5531.19409      71.96790311     0.7270119038      1.000002647     0.7270119038      1.000002647      1.000000015      1.000000015    0.04570855644    0.04570855644     0.2000910907  bfnsa 0(D)
